cv_year,train_start,train_end,round,stage,model,picked,actual_pos,fantasy_pts
2024,2020,2023,2,EARLY,xgb_ranker,albon,11,18
2024,2020,2023,2,EARLY,lgb_reg,russell,6,10
2024,2020,2023,2,EARLY,lgbm_ranker,kevin_magnussen,12,15
2024,2020,2023,2,EARLY,ensemble,stroll,19,1
2024,2020,2023,3,EARLY,ridge,alonso,8,15
2024,2020,2023,3,EARLY,rf_reg,hamilton,18,2
2024,2020,2023,3,EARLY,rf_clf,albon,11,18
2024,2020,2023,3,EARLY,xgb_reg,russell,17,4
2024,2020,2023,3,EARLY,xgb_clf,albon,11,18
2024,2020,2023,3,EARLY,xgb_ranker,albon,11,18
2024,2020,2023,3,EARLY,lgb_reg,stroll,6,10
2024,2020,2023,3,EARLY,lgbm_ranker,albon,11,18
2024,2020,2023,3,EARLY,ensemble,albon,11,18
2024,2020,2023,4,EARLY,ridge,russell,7,12
2024,2020,2023,4,EARLY,rf_reg,russell,7,12
2024,2020,2023,4,EARLY,rf_clf,tsunoda,10,25
2024,2020,2023,4,EARLY,xgb_reg,hulkenberg,11,18
2024,2020,2023,4,EARLY,xgb_clf,tsunoda,10,25
2024,2020,2023,4,EARLY,xgb_ranker,ocon,15,8
2024,2020,2023,4,EARLY,lgb_reg,russell,7,12
2024,2020,2023,4,EARLY,lgbm_ranker,bottas,14,10
2024,2020,2023,4,EARLY,ensemble,tsunoda,10,25
2024,2020,2023,5,EARLY,ridge,russell,6,10
2024,2020,2023,5,EARLY,rf_reg,stroll,15,8
2024,2020,2023,5,EARLY,rf_clf,hulkenberg,10,25
2024,2020,2023,5,EARLY,xgb_reg,russell,6,10
2024,2020,2023,5,EARLY,xgb_clf,hulkenberg,10,25
2024,2020,2023,5,EARLY,xgb_ranker,hulkenberg,10,25
2024,2020,2023,5,EARLY,lgb_reg,piastri,8,15
2024,2020,2023,5,EARLY,lgbm_ranker,ricciardo,18,2
2024,2020,2023,5,EARLY,ensemble,stroll,15,8
2024,2020,2023,6,MID,ridge,stroll,17,4
2024,2020,2023,6,MID,rf_reg,hamilton,6,10
2024,2020,2023,6,MID,rf_clf,hulkenberg,11,18
2024,2020,2023,6,MID,xgb_reg,piastri,13,12
2024,2020,2023,6,MID,xgb_clf,stroll,17,4
2024,2020,2023,6,MID,xgb_ranker,gasly,12,15
2024,2020,2023,6,MID,lgb_reg,norris,1,1
2024,2020,2023,6,MID,lgbm_ranker,ocon,10,25
2024,2020,2023,6,MID,ensemble,stroll,17,4
2024,2020,2023,7,MID,ridge,tsunoda,10,25
2024,2020,2023,7,MID,rf_reg,tsunoda,10,25
2024,2020,2023,7,MID,rf_clf,hulkenberg,11,18
2024,2020,2023,7,MID,xgb_reg,tsunoda,10,25
2024,2020,2023,7,MID,xgb_clf,gasly,16,6
2024,2020,2023,7,MID,xgb_ranker,gasly,16,6
2024,2020,2023,7,MID,lgb_reg,piastri,4,6
2024,2020,2023,7,MID,lgbm_ranker,gasly,16,6
2024,2020,2023,7,MID,ensemble,gasly,16,6
2024,2020,2023,8,MID,ridge,perez,18,2
2024,2020,2023,8,MID,rf_reg,perez,18,2
2024,2020,2023,8,MID,rf_clf,ocon,17,4
2024,2020,2023,8,MID,xgb_reg,albon,9,18
2024,2020,2023,8,MID,xgb_clf,albon,9,18
2024,2020,2023,8,MID,xgb_ranker,stroll,14,10
2024,2020,2023,8,MID,lgb_reg,norris,4,6
2024,2020,2023,8,MID,lgbm_ranker,stroll,14,10
2024,2020,2023,8,MID,ensemble,stroll,14,10
2024,2020,2023,9,MID,ridge,ricciardo,8,15
2024,2020,2023,9,MID,rf_reg,perez,18,2
2024,2020,2023,9,MID,rf_clf,stroll,7,12
2024,2020,2023,9,MID,xgb_reg,perez,18,2
2024,2020,2023,9,MID,xgb_clf,stroll,7,12
2024,2020,2023,9,MID,xgb_ranker,stroll,7,12
2024,2020,2023,9,MID,lgb_reg,ricciardo,8,15
2024,2020,2023,9,MID,lgbm_ranker,sargeant,20,0
2024,2020,2023,9,MID,ensemble,stroll,7,12
2024,2020,2023,10,MID,ridge,gasly,9,18
2024,2020,2023,10,MID,rf_reg,alonso,12,15
2024,2020,2023,10,MID,rf_clf,stroll,14,10
2024,2020,2023,10,MID,xgb_reg,norris,2,2
2024,2020,2023,10,MID,xgb_clf,stroll,14,10
2024,2020,2023,10,MID,xgb_ranker,bottas,16,6
2024,2020,2023,10,MID,lgb_reg,alonso,12,15
2024,2020,2023,10,MID,lgbm_ranker,bottas,16,6
2024,2020,2023,10,MID,ensemble,alonso,12,15
2024,2020,2023,11,MID,ridge,ocon,12,15
2024,2020,2023,11,MID,rf_reg,hulkenberg,6,10
2024,2020,2023,11,MID,rf_clf,ricciardo,9,18
2024,2020,2023,11,MID,xgb_reg,ricciardo,9,18
2024,2020,2023,11,MID,xgb_clf,ocon,12,15
2024,2020,2023,11,MID,xgb_ranker,gasly,10,25
2024,2020,2023,11,MID,lgb_reg,piastri,2,2
2024,2020,2023,11,MID,lgbm_ranker,gasly,10,25
2024,2020,2023,11,MID,ensemble,ricciardo,9,18
2024,2020,2023,12,MID,ridge,hulkenberg,6,10
2024,2020,2023,12,MID,rf_reg,perez,17,4
2024,2020,2023,12,MID,rf_clf,alonso,8,15
2024,2020,2023,12,MID,xgb_reg,perez,17,4
2024,2020,2023,12,MID,xgb_clf,alonso,8,15
2024,2020,2023,12,MID,xgb_ranker,stroll,7,12
2024,2020,2023,12,MID,lgb_reg,alonso,8,15
2024,2020,2023,12,MID,lgbm_ranker,stroll,7,12
2024,2020,2023,12,MID,ensemble,alonso,8,15
2024,2020,2023,13,MID,ridge,stroll,10,25
2024,2020,2023,13,MID,rf_reg,perez,7,12
2024,2020,2023,13,MID,rf_clf,hulkenberg,13,12
2024,2020,2023,13,MID,xgb_reg,alonso,11,18
2024,2020,2023,13,MID,xgb_clf,kevin_magnussen,15,8
2024,2020,2023,13,MID,xgb_ranker,bottas,16,6
2024,2020,2023,13,MID,lgb_reg,russell,8,15
2024,2020,2023,13,MID,lgbm_ranker,bottas,16,6
2024,2020,2023,13,MID,ensemble,stroll,10,25
2024,2020,2023,14,MID,ridge,alonso,8,15
2024,2020,2023,14,MID,rf_reg,alonso,8,15
2024,2020,2023,14,MID,rf_clf,ocon,9,18
2024,2020,2023,14,MID,xgb_reg,piastri,2,2
2024,2020,2023,14,MID,xgb_clf,stroll,11,18
2024,2020,2023,14,MID,xgb_ranker,stroll,11,18
2024,2020,2023,14,MID,lgb_reg,piastri,2,2
2024,2020,2023,14,MID,lgbm_ranker,stroll,11,18
2024,2020,2023,14,MID,ensemble,alonso,8,15
2024,2020,2023,15,MID,ridge,stroll,13,12
2024,2020,2023,15,MID,rf_reg,hamilton,8,15
2024,2020,2023,15,MID,rf_clf,albon,14,10
2024,2020,2023,15,MID,xgb_reg,sainz,5,8
2024,2020,2023,15,MID,xgb_clf,albon,14,10
2024,2020,2023,15,MID,xgb_ranker,stroll,13,12
2024,2020,2023,15,MID,lgb_reg,stroll,13,12
2024,2020,2023,15,MID,lgbm_ranker,stroll,13,12
2024,2020,2023,15,MID,ensemble,stroll,13,12
2024,2020,2023,16,LATE,ridge,perez,8,15
2024,2020,2023,16,LATE,rf_reg,alonso,11,18
2024,2020,2023,16,LATE,rf_clf,alonso,11,18
2024,2020,2023,16,LATE,xgb_reg,alonso,11,18
2024,2020,2023,16,LATE,xgb_clf,ricciardo,13,12
2024,2020,2023,16,LATE,xgb_ranker,alonso,11,18
2024,2020,2023,16,LATE,lgb_reg,alonso,11,18
2024,2020,2023,16,LATE,lgbm_ranker,ricciardo,13,12
2024,2020,2023,16,LATE,ensemble,alonso,11,18
2024,2020,2023,17,LATE,ridge,bearman,10,25
2024,2020,2023,17,LATE,rf_reg,alonso,6,10
2024,2020,2023,17,LATE,rf_clf,bearman,10,25
2024,2020,2023,17,LATE,xgb_reg,leclerc,2,2
2024,2020,2023,17,LATE,xgb_clf,bearman,10,25
2024,2020,2023,17,LATE,xgb_ranker,ricciardo,13,12
2024,2020,2023,17,LATE,lgb_reg,albon,7,12
2024,2020,2023,17,LATE,lgbm_ranker,ricciardo,13,12
2024,2020,2023,17,LATE,ensemble,bearman,10,25
2024,2020,2023,18,LATE,ridge,perez,10,25
2024,2020,2023,18,LATE,rf_reg,hulkenberg,9,18
2024,2020,2023,18,LATE,rf_clf,albon,20,0
2024,2020,2023,18,LATE,xgb_reg,hulkenberg,9,18
2024,2020,2023,18,LATE,xgb_clf,albon,20,0
2024,2020,2023,18,LATE,xgb_ranker,stroll,14,10
2024,2020,2023,18,LATE,lgb_reg,colapinto,11,18
2024,2020,2023,18,LATE,lgbm_ranker,ricciardo,18,2
2024,2020,2023,18,LATE,ensemble,hulkenberg,9,18
2024,2020,2023,19,LATE,ridge,hamilton,20,0
2024,2020,2023,19,LATE,rf_reg,alonso,13,12
2024,2020,2023,19,LATE,rf_clf,hulkenberg,8,15
2024,2020,2023,19,LATE,xgb_reg,gasly,12,15
2024,2020,2023,19,LATE,xgb_clf,tsunoda,14,10
2024,2020,2023,19,LATE,xgb_ranker,lawson,9,18
2024,2020,2023,19,LATE,lgb_reg,gasly,12,15
2024,2020,2023,19,LATE,lgbm_ranker,hamilton,20,0
2024,2020,2023,19,LATE,ensemble,hamilton,20,0
2024,2020,2023,20,LATE,ridge,kevin_magnussen,7,12
2024,2020,2023,20,LATE,rf_reg,piastri,8,15
2024,2020,2023,20,LATE,rf_clf,hulkenberg,9,18
2024,2020,2023,20,LATE,xgb_reg,albon,19,1
2024,2020,2023,20,LATE,xgb_clf,tsunoda,20,0
2024,2020,2023,20,LATE,xgb_ranker,hulkenberg,9,18
2024,2020,2023,20,LATE,lgb_reg,kevin_magnussen,7,12
2024,2020,2023,20,LATE,lgbm_ranker,bottas,14,10
2024,2020,2023,20,LATE,ensemble,hulkenberg,9,18
2024,2020,2023,21,LATE,ridge,ocon,2,2
2024,2020,2023,21,LATE,rf_reg,tsunoda,7,12
2024,2020,2023,21,LATE,rf_clf,stroll,19,1
2024,2020,2023,21,LATE,xgb_reg,hamilton,10,25
2024,2020,2023,21,LATE,xgb_clf,bottas,13,12
2024,2020,2023,21,LATE,xgb_ranker,bottas,13,12
2024,2020,2023,21,LATE,lgb_reg,perez,11,18
2024,2020,2023,21,LATE,lgbm_ranker,hamilton,10,25
2024,2020,2023,21,LATE,ensemble,hamilton,10,25
2024,2020,2023,22,LATE,ridge,perez,10,25
2024,2020,2023,22,LATE,rf_reg,ocon,17,4
2024,2020,2023,22,LATE,rf_clf,ocon,17,4
2024,2020,2023,22,LATE,xgb_reg,tsunoda,9,18
2024,2020,2023,22,LATE,xgb_clf,ocon,17,4
2024,2020,2023,22,LATE,xgb_ranker,lawson,16,6
2024,2020,2023,22,LATE,lgb_reg,russell,1,1
2024,2020,2023,22,LATE,lgbm_ranker,stroll,15,8
2024,2020,2023,22,LATE,ensemble,perez,10,25
2024,2020,2023,23,LATE,ridge,alonso,7,12
2024,2020,2023,23,LATE,rf_reg,alonso,7,12
2024,2020,2023,23,LATE,rf_clf,kevin_magnussen,9,18
2024,2020,2023,23,LATE,xgb_reg,gasly,5,8
2024,2020,2023,23,LATE,xgb_clf,gasly,5,8
2024,2020,2023,23,LATE,xgb_ranker,stroll,18,2
2024,2020,2023,23,LATE,lgb_reg,russell,4,6
2024,2020,2023,23,LATE,lgbm_ranker,stroll,18,2
2024,2020,2023,23,LATE,ensemble,alonso,7,12
2024,2020,2023,24,LATE,ridge,gasly,7,12
2024,2020,2023,24,LATE,rf_reg,gasly,7,12
2024,2020,2023,24,LATE,rf_clf,tsunoda,12,15
2024,2020,2023,24,LATE,xgb_reg,leclerc,3,4
2024,2020,2023,24,LATE,xgb_clf,kevin_magnussen,16,6
2024,2020,2023,24,LATE,xgb_ranker,tsunoda,12,15
2024,2020,2023,24,LATE,lgb_reg,gasly,7,12
2024,2020,2023,24,LATE,lgbm_ranker,bottas,18,2
2024,2020,2023,24,LATE,ensemble,gasly,7,12
